episode_id,product_id,ingredient_id,therapeutic_class,dosage_form,episode_start,episode_end,duration_days,is_resolved,is_open_at_cutoff,recurrence_index,days_since_prior_episode,episode_gap_rule_days
E000027,P00018,I0297,Electrolytes / fluids,ophthalmic,2016-12-21,2017-04-21,121,1,0,0,,30
E000028,P00018,I0297,Electrolytes / fluids,ophthalmic,2019-02-10,2019-03-13,31,1,0,1,660,30
E000029,P00018,I0297,Electrolytes / fluids,ophthalmic,2020-07-11,2020-08-08,28,1,0,2,486,30
E000030,P00019,I0210,Anti-infective,ophthalmic,2016-08-06,2016-09-26,51,1,0,0,,30
E000031,P00019,I0210,Anti-infective,ophthalmic,2018-07-26,2019-02-12,201,1,0,1,668,30
E000032,P00020,I0211,Electrolytes / fluids,oral solid,2017-04-15,2017-07-05,81,1,0,0,,30
E000033,P00021,I0136,CNS / analgesia,injection,2017-02-11,2017-03-23,40,1,0,0,,30
E000034,P00022,I0120,Endocrine,oral solid,2015-10-02,2015-12-24,83,1,0,0,,30
E000035,P00023,I0142,Ophthalmic,oral liquid,2017-05-28,2017-09-18,113,1,0,0,,30
E000036,P00024,I0037,Cardiovascular,oral solid,2015-09-19,2015-10-23,34,1,0,0,,30
E000037,P00025,I0102,Ophthalmic,inhalation,2016-01-08,2016-03-25,77,1,0,0,,30
E000038,P00025,I0102,Ophthalmic,inhalation,2018-02-04,2018-03-20,44,1,0,1,681,30
E000039,P00026,I0133,Immunologic,oral liquid,2017-03-03,2017-03-31,28,1,0,0,,30
E000040,P00027,I0284,Electrolytes / fluids,oral solid,2016-09-25,2016-11-07,43,1,0,0,,30
E000041,P00027,I0284,Electrolytes / fluids,oral solid,2017-12-04,2018-02-09,67,1,0,1,392,30
E000042,P00028,I0084,Cardiovascular,inhalation,2015-01-20,2015-03-31,70,1,0,0,,30
E000043,P00028,I0084,Cardiovascular,inhalation,2016-01-18,2016-07-07,171,1,0,1,293,30
E000044,P00029,I0250,Anaesthesia,ophthalmic,2015-08-27,2016-04-23,240,1,0,0,,30
E000045,P00029,I0250,Anaesthesia,ophthalmic,2017-06-17,2017-08-02,46,1,0,1,420,30
E000046,P00029,I0250,Anaesthesia,ophthalmic,2019-10-28,2020-05-14,199,1,0,2,817,30
E000047,P00030,I0060,Ophthalmic,inhalation,2015-08-04,2015-09-05,32,1,0,0,,30
E000048,P00031,I0112,Anaesthesia,oral solid,2016-12-08,2017-02-09,63,1,0,0,,30
E000049,P00031,I0112,Anaesthesia,oral solid,2017-10-12,2018-06-22,253,1,0,1,245,30
E000050,P00032,I0287,Electrolytes / fluids,oral liquid,2016-03-11,2016-10-31,234,1,0,0,,30
E000051,P00033,I0378,Oncology,ophthalmic,2018-04-02,2018-09-27,178,1,0,0,,30
E000052,P00033,I0378,Oncology,ophthalmic,2020-03-23,2021-02-28,342,1,0,1,543,30
E000053,P00033,I0378,Oncology,ophthalmic,2022-05-30,2022-10-01,124,1,0,2,456,30
E000054,P00034,I0364,Cardiovascular,oral solid,2016-07-09,2016-09-27,80,1,0,0,,30
E000055,P00035,I0002,Cardiovascular,oral liquid,2016-08-29,2016-11-27,90,1,0,0,,30
E000056,P00036,I0144,CNS / analgesia,inhalation,2015-10-08,2015-11-23,46,1,0,0,,30
E000057,P00036,I0144,CNS / analgesia,inhalation,2016-05-01,2016-06-16,46,1,0,1,160,30
E000058,P00037,I0018,Cardiovascular,ophthalmic,2016-11-23,2016-12-15,22,1,0,0,,30
E000059,P00038,I0080,Endocrine,oral liquid,2018-03-05,2018-11-20,260,1,0,0,,30
E000060,P00038,I0080,Endocrine,oral liquid,2020-01-13,2020-04-20,98,1,0,1,419,30
E000061,P00038,I0080,Endocrine,oral liquid,2021-04-17,2021-05-07,20,1,0,2,362,30
E000062,P00038,I0080,Endocrine,oral liquid,2023-02-13,2023-03-15,30,1,0,3,647,30
E000063,P00038,I0080,Endocrine,oral liquid,2023-12-24,2024-04-25,123,1,0,4,284,30
E000064,P00039,I0396,CNS / analgesia,inhalation,2015-02-04,2015-08-17,194,1,0,0,,30
E000065,P00039,I0396,CNS / analgesia,inhalation,2016-08-01,2016-11-24,115,1,0,1,350,30
E000066,P00040,I0253,Ophthalmic,oral solid,2018-01-05,2018-03-04,58,1,0,0,,30
E000067,P00041,I0278,Anti-infective,injection,2018-02-16,2018-12-25,312,1,0,0,,30
E000068,P00041,I0278,Anti-infective,injection,2020-02-08,2020-07-21,164,1,0,1,410,30
E000069,P00042,I0428,Respiratory,ophthalmic,2017-12-26,2018-03-04,68,1,0,0,,30
E000070,P00042,I0428,Respiratory,ophthalmic,2020-02-17,2020-04-03,46,1,0,1,715,30
E000071,P00042,I0428,Respiratory,ophthalmic,2020-12-11,2021-01-28,48,1,0,2,252,30
E000072,P00043,I0202,Endocrine,inhalation,2015-01-01,2015-08-30,241,1,0,0,,30
E000073,P00044,I0216,Anaesthesia,ophthalmic,2017-09-26,2019-03-24,544,1,0,0,,30
E000074,P00044,I0216,Anaesthesia,ophthalmic,2021-03-12,2021-04-01,20,1,0,1,719,30
E000075,P00045,I0273,Cardiovascular,ophthalmic,2015-05-04,2015-09-05,124,1,0,0,,30
E000076,P00046,I0397,Electrolytes / fluids,oral liquid,2015-07-14,2015-08-18,35,1,0,0,,30
E000077,P00047,I0340,Anti-infective,ophthalmic,2017-10-12,2017-11-30,49,1,0,0,,30
E000078,P00047,I0340,Anti-infective,ophthalmic,2019-11-26,2020-01-07,42,1,0,1,726,30
E000079,P00048,I0057,Oncology,oral solid,2016-11-14,2017-03-15,121,1,0,0,,30
E000080,P00048,I0057,Oncology,oral solid,2017-10-08,2018-02-12,127,1,0,1,207,30
E000081,P00049,I0175,Immunologic,ophthalmic,2017-08-08,2017-09-06,29,1,0,0,,30
E000082,P00049,I0175,Immunologic,ophthalmic,2018-03-24,2018-05-11,48,1,0,1,199,30
E000083,P00049,I0175,Immunologic,ophthalmic,2018-08-29,2018-10-25,57,1,0,2,110,30
E000084,P00049,I0175,Immunologic,ophthalmic,2020-07-18,2020-09-02,46,1,0,3,632,30
E000085,P00050,I0399,Respiratory,injection,2015-06-05,2015-06-30,25,1,0,0,,30
E000086,P00050,I0399,Respiratory,injection,2016-11-28,2017-01-12,45,1,0,1,517,30
E000087,P00050,I0399,Respiratory,injection,2018-08-03,2018-10-14,72,1,0,2,568,30
E000088,P00050,I0399,Respiratory,injection,2019-10-05,2019-11-03,29,1,0,3,356,30
E000089,P00051,I0276,Electrolytes / fluids,oral liquid,2017-08-18,2018-05-14,269,1,0,0,,30
E000090,P00052,I0024,Anti-infective,inhalation,2016-11-04,2017-01-19,76,1,0,0,,30
E000091,P00052,I0024,Anti-infective,inhalation,2018-09-07,2018-11-16,70,1,0,1,596,30
E000092,P00053,I0251,Oncology,oral liquid,2017-03-10,2017-06-04,86,1,0,0,,30
E000093,P00054,I0286,Respiratory,oral liquid,2016-06-16,2016-09-25,101,1,0,0,,30
E000094,P00055,I0415,Electrolytes / fluids,injection,2015-01-12,2015-08-12,212,1,0,0,,30
E000095,P00056,I0149,Cardiovascular,oral solid,2015-07-23,2015-09-15,54,1,0,0,,30
E000096,P00057,I0288,Electrolytes / fluids,ophthalmic,2016-12-17,2017-01-17,31,1,0,0,,30
E000097,P00058,I0316,Cardiovascular,oral solid,2017-02-07,2017-03-10,31,1,0,0,,30
E000098,P00058,I0316,Cardiovascular,oral solid,2018-03-30,2018-08-02,125,1,0,1,385,30
E000099,P00059,I0189,CNS / analgesia,inhalation,2016-12-29,2018-09-17,627,1,0,0,,30
E000100,P00060,I0348,Immunologic,ophthalmic,2015-11-10,2016-06-06,209,1,0,0,,30
E000101,P00060,I0348,Immunologic,ophthalmic,2018-04-24,2018-05-14,20,1,0,1,687,30
E000102,P00061,I0255,Oncology,injection,2017-05-28,2017-07-09,42,1,0,0,,30
E000103,P00061,I0255,Oncology,injection,2019-12-13,2020-06-08,178,1,0,1,887,30
E000104,P00062,I0278,Cardiovascular,oral liquid,2016-09-14,2016-12-13,90,1,0,0,,30
E000105,P00063,I0078,Endocrine,oral solid,2017-09-30,2017-12-23,84,1,0,0,,30
E000106,P00064,I0413,CNS / analgesia,injection,2017-02-06,2017-04-27,80,1,0,0,,30
E000107,P00065,I0107,Oncology,oral solid,2015-04-30,2015-08-23,115,1,0,0,,30
E000108,P00065,I0107,Oncology,oral solid,2015-10-14,2016-04-22,191,1,0,1,52,30
E000109,P00066,I0108,Anti-infective,inhalation,2016-10-20,2016-12-25,66,1,0,0,,30
E000110,P00066,I0108,Anti-infective,inhalation,2017-07-08,2017-11-28,143,1,0,1,195,30
E000111,P00067,I0013,CNS / analgesia,oral liquid,2017-02-07,2017-03-03,24,1,0,0,,30
E000112,P00067,I0013,CNS / analgesia,oral liquid,2018-05-26,2018-08-06,72,1,0,1,449,30
E000113,P00067,I0013,CNS / analgesia,oral liquid,2020-04-23,2020-05-05,12,1,0,2,626,30
E000114,P00068,I0196,Oncology,ophthalmic,2015-07-16,2015-09-25,71,1,0,0,,30
E000115,P00069,I0147,CNS / analgesia,injection,2015-01-26,2015-10-21,268,1,0,0,,30
E000116,P00070,I0182,Respiratory,oral solid,2018-01-14,2018-05-06,112,1,0,0,,30
E000117,P00071,I0279,Endocrine,ophthalmic,2016-09-22,2016-12-02,71,1,0,0,,30
E000118,P00071,I0279,Endocrine,ophthalmic,2018-08-11,2018-08-31,20,1,0,1,617,30
E000119,P00072,I0094,Electrolytes / fluids,oral liquid,2017-11-26,2018-02-01,67,1,0,0,,30
E000120,P00073,I0198,Oncology,injection,2016-08-11,2017-12-17,493,1,0,0,,30
E000121,P00073,I0198,Oncology,injection,2019-06-17,2019-09-15,90,1,0,1,547,30
E000122,P00073,I0198,Oncology,injection,2019-10-16,2019-11-26,41,1,0,2,31,30
E000123,P00074,I0219,Endocrine,ophthalmic,2015-09-29,2016-05-23,237,1,0,0,,30
E000124,P00074,I0219,Endocrine,ophthalmic,2017-03-31,2017-08-27,149,1,0,1,312,30
E000125,P00075,I0328,Oncology,inhalation,2016-01-07,2017-04-18,467,1,0,0,,30
E000126,P00076,I0275,Respiratory,oral solid,2015-07-30,2015-09-30,62,1,0,0,,30
E000127,P00077,I0245,CNS / analgesia,injection,2016-04-19,2016-07-08,80,1,0,0,,30
E000128,P00077,I0245,CNS / analgesia,injection,2018-01-15,2018-03-17,61,1,0,1,556,30
E000129,P00077,I0245,CNS / analgesia,injection,2018-11-08,2018-11-26,18,1,0,2,236,30
E000130,P00077,I0245,CNS / analgesia,injection,2019-06-28,2019-08-20,53,1,0,3,214,30
E000131,P00077,I0245,CNS / analgesia,injection,2020-06-12,2020-09-10,90,1,0,4,297,30
E000132,P00078,I0409,Respiratory,injection,2016-02-27,2016-05-31,94,1,0,0,,30
E000133,P00078,I0409,Respiratory,injection,2017-07-30,2017-11-08,101,1,0,1,425,30
E000134,P00078,I0409,Respiratory,injection,2018-11-20,2019-02-26,98,1,0,2,377,30
E000135,P00078,I0409,Respiratory,injection,2020-04-30,2020-06-12,43,1,0,3,429,30
E000136,P00079,I0018,Oncology,oral solid,2017-09-29,2017-11-27,59,1,0,0,,30
E000137,P00080,I0255,Anti-infective,inhalation,2015-09-27,2015-11-22,56,1,0,0,,30
E000138,P00080,I0255,Anti-infective,inhalation,2018-04-15,2018-08-14,121,1,0,1,875,30
E000139,P00081,I0089,Electrolytes / fluids,injection,2016-05-25,2017-12-23,577,1,0,0,,30
E000140,P00082,I0407,Electrolytes / fluids,inhalation,2015-06-10,2016-08-29,446,1,0,0,,30
E000141,P00083,I0217,CNS / analgesia,ophthalmic,2017-06-16,2017-08-25,70,1,0,0,,30
E000142,P00083,I0217,CNS / analgesia,ophthalmic,2019-07-26,2019-10-17,83,1,0,1,700,30
E000143,P00084,I0330,Respiratory,inhalation,2015-08-24,2016-02-25,185,1,0,0,,30
E000144,P00084,I0330,Respiratory,inhalation,2016-07-15,2016-07-29,14,1,0,1,141,30
E000145,P00084,I0330,Respiratory,inhalation,2017-09-07,2017-10-06,29,1,0,2,405,30
E000146,P00085,I0247,Anaesthesia,oral liquid,2018-03-15,2018-05-28,74,1,0,0,,30
E000147,P00085,I0247,Anaesthesia,oral liquid,2019-10-02,2020-04-13,194,1,0,1,492,30
E000148,P00085,I0247,Anaesthesia,oral liquid,2022-04-21,2022-05-25,34,1,0,2,738,30
E000149,P00085,I0247,Anaesthesia,oral liquid,2022-07-16,2022-08-09,24,1,0,3,52,30
E000150,P00086,I0138,Cardiovascular,oral solid,2017-08-11,2017-12-14,125,1,0,0,,30
E000151,P00086,I0138,Cardiovascular,oral solid,2018-08-24,2020-03-29,583,1,0,1,253,30
E000152,P00086,I0138,Cardiovascular,oral solid,2021-04-22,2021-06-01,40,1,0,2,389,30
E000153,P00087,I0132,Electrolytes / fluids,oral solid,2016-09-09,2016-11-04,56,1,0,0,,30
E000154,P00087,I0132,Electrolytes / fluids,oral solid,2018-06-02,2018-11-14,165,1,0,1,575,30
E000155,P00087,I0132,Electrolytes / fluids,oral solid,2021-03-07,2021-05-11,65,1,0,2,844,30
E000156,P00088,I0144,Anti-infective,oral solid,2017-07-29,2018-08-03,370,1,0,0,,30
E000157,P00089,I0251,Oncology,ophthalmic,2018-01-20,2018-05-04,104,1,0,0,,30
E000158,P00090,I0335,Cardiovascular,injection,2017-01-08,2017-07-01,174,1,0,0,,30
E000159,P00090,I0335,Cardiovascular,injection,2019-10-23,2020-01-29,98,1,0,1,844,30
E000160,P00090,I0335,Cardiovascular,injection,2021-11-28,2021-12-29,31,1,0,2,669,30
E000161,P00091,I0389,Ophthalmic,oral solid,2017-05-25,2017-07-22,58,1,0,0,,30
E000162,P00092,I0333,CNS / analgesia,ophthalmic,2015-11-05,2016-11-08,369,1,0,0,,30
E000163,P00093,I0155,Respiratory,ophthalmic,2015-06-28,2015-11-05,130,1,0,0,,30
E000164,P00094,I0339,Respiratory,oral solid,2015-01-14,2015-04-01,77,1,0,0,,30
E000165,P00094,I0339,Respiratory,oral solid,2017-07-12,2017-09-08,58,1,0,1,833,30
E000166,P00095,I0397,Oncology,inhalation,2016-07-26,2016-09-09,45,1,0,0,,30
E000167,P00095,I0397,Oncology,inhalation,2018-05-14,2018-09-14,123,1,0,1,612,30
E000168,P00096,I0295,CNS / analgesia,injection,2015-06-06,2015-07-24,48,1,0,0,,30
E000169,P00097,I0227,Electrolytes / fluids,inhalation,2017-12-29,2018-02-15,48,1,0,0,,30
E000170,P00098,I0142,CNS / analgesia,ophthalmic,2015-12-22,2016-07-25,216,1,0,0,,30
E000171,P00098,I0142,CNS / analgesia,ophthalmic,2016-09-05,2016-10-01,26,1,0,1,42,30
E000172,P00098,I0142,CNS / analgesia,ophthalmic,2018-04-16,2019-01-28,287,1,0,2,562,30
E000173,P00099,I0062,Anti-infective,ophthalmic,2018-03-08,2018-06-13,97,1,0,0,,30
E000174,P00099,I0062,Anti-infective,ophthalmic,2019-02-18,2019-03-27,37,1,0,1,250,30
E000175,P00100,I0007,Anaesthesia,oral liquid,2017-06-07,2017-10-13,128,1,0,0,,30
E000176,P00100,I0007,Anaesthesia,oral liquid,2018-02-02,2018-10-16,256,1,0,1,112,30
E000177,P00100,I0007,Anaesthesia,oral liquid,2020-10-23,2020-11-30,38,1,0,2,738,30
E000178,P00101,I0006,Electrolytes / fluids,injection,2017-12-20,2018-03-25,95,1,0,0,,30
E000179,P00101,I0006,Electrolytes / fluids,injection,2019-01-12,2019-05-01,109,1,0,1,293,30
E000180,P00102,I0393,Cardiovascular,ophthalmic,2016-07-21,2016-08-31,41,1,0,0,,30
E000181,P00103,I0393,Cardiovascular,inhalation,2018-03-03,2018-06-30,119,1,0,0,,30
E000182,P00103,I0393,Cardiovascular,inhalation,2018-08-06,2018-10-29,84,1,0,1,37,30
E000183,P00103,I0393,Cardiovascular,inhalation,2019-02-01,2019-02-14,13,1,0,2,95,30
E000184,P00104,I0128,Anti-infective,oral liquid,2016-03-30,2016-04-19,20,1,0,0,,30
E000185,P00104,I0128,Anti-infective,oral liquid,2017-01-26,2017-04-04,68,1,0,1,282,30
E000186,P00105,I0226,Electrolytes / fluids,inhalation,2017-03-26,2017-07-18,114,1,0,0,,30
E000187,P00106,I0134,Anaesthesia,oral solid,2017-06-08,2017-07-12,34,1,0,0,,30
E000188,P00107,I0187,Cardiovascular,oral solid,2015-08-18,2015-12-02,106,1,0,0,,30
E000189,P00108,I0242,Cardiovascular,ophthalmic,2017-06-14,2017-09-20,98,1,0,0,,30
E000190,P00108,I0242,Cardiovascular,ophthalmic,2018-09-24,2019-02-17,146,1,0,1,369,30
E000191,P00109,I0128,Electrolytes / fluids,oral liquid,2018-01-24,2018-04-24,90,1,0,0,,30
E000192,P00109,I0128,Electrolytes / fluids,oral liquid,2019-11-02,2020-02-10,100,1,0,1,557,30
E000193,P00110,I0252,Anti-infective,oral liquid,2017-07-15,2017-08-26,42,1,0,0,,30
E000194,P00110,I0252,Anti-infective,oral liquid,2020-01-17,2020-04-07,81,1,0,1,874,30
E000195,P00111,I0257,Ophthalmic,inhalation,2016-05-03,2016-05-30,27,1,0,0,,30
E000196,P00112,I0107,Endocrine,ophthalmic,2016-01-24,2016-07-31,189,1,0,0,,30
E000197,P00113,I0324,Electrolytes / fluids,inhalation,2016-07-12,2017-03-27,258,1,0,0,,30
E000198,P00113,I0324,Electrolytes / fluids,inhalation,2018-07-21,2018-10-17,88,1,0,1,481,30
E000199,P00113,I0324,Electrolytes / fluids,inhalation,2019-06-11,2019-10-03,114,1,0,2,237,30
E000200,P00113,I0324,Electrolytes / fluids,inhalation,2021-01-15,2021-06-13,149,1,0,3,470,30
E000201,P00114,I0041,CNS / analgesia,injection,2015-05-05,2015-10-06,154,1,0,0,,30
E000202,P00114,I0041,CNS / analgesia,injection,2018-01-09,2018-04-02,83,1,0,1,826,30
E000203,P00115,I0189,CNS / analgesia,inhalation,2015-11-16,2016-01-18,63,1,0,0,,30
E000204,P00115,I0189,CNS / analgesia,inhalation,2016-11-21,2017-01-19,59,1,0,1,308,30
E000205,P00115,I0189,CNS / analgesia,inhalation,2018-04-01,2018-10-04,186,1,0,2,437,30
E000206,P00116,I0253,Electrolytes / fluids,ophthalmic,2017-02-04,2017-03-06,30,1,0,0,,30
E000207,P00116,I0253,Electrolytes / fluids,ophthalmic,2017-07-02,2017-11-07,128,1,0,1,118,30
E000208,P00117,I0339,Respiratory,ophthalmic,2015-05-12,2015-07-11,60,1,0,0,,30
E000209,P00117,I0339,Respiratory,ophthalmic,2017-12-21,2018-03-19,88,1,0,1,894,30
E000210,P00117,I0339,Respiratory,ophthalmic,2019-03-07,2019-05-22,76,1,0,2,353,30
E000211,P00117,I0339,Respiratory,ophthalmic,2020-01-10,2020-05-27,138,1,0,3,233,30
E000212,P00118,I0196,Respiratory,oral solid,2017-01-14,2017-04-17,93,1,0,0,,30
E000213,P00119,I0114,Oncology,oral solid,2016-05-05,2017-08-01,453,1,0,0,,30
E000214,P00119,I0114,Oncology,oral solid,2018-12-07,2019-10-03,300,1,0,1,493,30
E000215,P00120,I0096,Anti-infective,ophthalmic,2017-07-01,2017-07-27,26,1,0,0,,30
E000216,P00121,I0049,Anaesthesia,oral liquid,2017-06-02,2017-08-19,78,1,0,0,,30
E000217,P00122,I0258,Cardiovascular,injection,2018-02-26,2018-06-11,105,1,0,0,,30
E000218,P00122,I0258,Cardiovascular,injection,2019-02-07,2019-06-22,135,1,0,1,241,30
E000219,P00123,I0127,Cardiovascular,oral solid,2015-08-25,2015-11-21,88,1,0,0,,30
E000220,P00124,I0340,CNS / analgesia,inhalation,2016-10-19,2017-02-04,108,1,0,0,,30
E000221,P00124,I0340,CNS / analgesia,inhalation,2017-06-06,2017-11-23,170,1,0,1,122,30
E000222,P00124,I0340,CNS / analgesia,inhalation,2018-11-18,2019-05-02,165,1,0,2,360,30
E000223,P00124,I0340,CNS / analgesia,inhalation,2020-07-27,2020-11-01,97,1,0,3,452,30
E000224,P00125,I0045,CNS / analgesia,oral liquid,2016-01-30,2016-03-17,47,1,0,0,,30
E000225,P00125,I0045,CNS / analgesia,oral liquid,2017-02-23,2017-05-20,86,1,0,1,343,30
E000226,P00126,I0356,Immunologic,injection,2017-02-12,2017-04-05,52,1,0,0,,30
E000227,P00126,I0356,Immunologic,injection,2017-08-23,2017-10-10,48,1,0,1,140,30
E000228,P00126,I0356,Immunologic,injection,2019-05-07,2019-06-02,26,1,0,2,574,30
E000229,P00127,I0200,Electrolytes / fluids,oral liquid,2015-08-27,2015-11-25,90,1,0,0,,30
E000230,P00128,I0175,Cardiovascular,inhalation,2015-05-14,2015-07-13,60,1,0,0,,30
E000231,P00129,I0092,Anaesthesia,ophthalmic,2015-10-06,2016-01-11,97,1,0,0,,30
E000232,P00129,I0092,Anaesthesia,ophthalmic,2016-09-17,2016-11-23,67,1,0,1,250,30
E000233,P00130,I0092,Respiratory,inhalation,2016-06-13,2016-09-18,97,1,0,0,,30
E000234,P00131,I0074,CNS / analgesia,ophthalmic,2017-01-09,2017-02-16,38,1,0,0,,30
E000235,P00131,I0074,CNS / analgesia,ophthalmic,2019-03-22,2019-08-24,155,1,0,1,764,30
E000236,P00132,I0363,Endocrine,oral solid,2015-04-04,2015-07-01,88,1,0,0,,30
E000237,P00133,I0206,Anti-infective,ophthalmic,2016-07-22,2016-09-13,53,1,0,0,,30
E000238,P00133,I0206,Anti-infective,ophthalmic,2017-01-10,2017-02-09,30,1,0,1,119,30
E000239,P00133,I0206,Anti-infective,ophthalmic,2018-03-02,2018-03-29,27,1,0,2,386,30
E000240,P00134,I0415,Electrolytes / fluids,oral liquid,2015-03-24,2015-04-27,34,1,0,0,,30
E000241,P00134,I0415,Electrolytes / fluids,oral liquid,2016-12-28,2017-02-28,62,1,0,1,611,30
E000242,P00135,I0281,Oncology,oral liquid,2018-01-13,2018-03-24,70,1,0,0,,30
E000243,P00136,I0150,Anti-infective,injection,2017-10-31,2017-12-14,44,1,0,0,,30
E000244,P00137,I0230,Anaesthesia,oral solid,2016-05-04,2016-09-06,125,1,0,0,,30
E000245,P00137,I0230,Anaesthesia,oral solid,2017-08-02,2017-11-03,93,1,0,1,330,30
E000246,P00138,I0358,Electrolytes / fluids,ophthalmic,2017-09-02,2017-10-16,44,1,0,0,,30
E000247,P00139,I0378,Cardiovascular,ophthalmic,2017-01-06,2017-02-11,36,1,0,0,,30
E000248,P00139,I0378,Cardiovascular,ophthalmic,2017-07-14,2017-12-18,157,1,0,1,153,30
E000249,P00140,I0339,Anti-infective,oral solid,2015-11-28,2016-06-19,204,1,0,0,,30
E000250,P00140,I0339,Anti-infective,oral solid,2018-10-01,2018-10-21,20,1,0,1,834,30
E000251,P00141,I0326,Cardiovascular,injection,2015-03-03,2015-08-14,164,1,0,0,,30
E000252,P00141,I0326,Cardiovascular,injection,2017-07-14,2017-12-21,160,1,0,1,700,30
E000253,P00141,I0326,Cardiovascular,injection,2020-05-20,2020-07-25,66,1,0,2,881,30
E000254,P00141,I0326,Cardiovascular,injection,2021-06-09,2022-01-11,216,1,0,3,319,30
E000255,P00142,I0337,Anti-infective,injection,2015-12-21,2016-02-03,44,1,0,0,,30
E000256,P00142,I0337,Anti-infective,injection,2016-11-23,2017-03-19,116,1,0,1,294,30
E000257,P00142,I0337,Anti-infective,injection,2019-08-07,2020-07-19,347,1,0,2,871,30
E000258,P00142,I0337,Anti-infective,injection,2021-10-22,2022-01-16,86,1,0,3,460,30
E000259,P00143,I0366,Anti-infective,ophthalmic,2017-11-04,2017-12-11,37,1,0,0,,30
E000260,P00143,I0366,Anti-infective,ophthalmic,2020-03-06,2020-08-02,149,1,0,1,816,30
E000261,P00143,I0366,Anti-infective,ophthalmic,2021-01-27,2021-05-05,98,1,0,2,178,30
E000262,P00144,I0212,Anti-infective,oral liquid,2015-08-30,2015-09-22,23,1,0,0,,30
E000263,P00144,I0212,Anti-infective,oral liquid,2017-09-22,2018-06-18,269,1,0,1,731,30
E000264,P00144,I0212,Anti-infective,oral liquid,2020-10-07,2021-02-11,127,1,0,2,842,30
E000265,P00145,I0117,CNS / analgesia,injection,2017-03-26,2017-04-17,22,1,0,0,,30
E000266,P00145,I0117,CNS / analgesia,injection,2019-01-31,2019-05-18,107,1,0,1,654,30
E000267,P00146,I0104,Anti-infective,injection,2017-07-24,2017-11-13,112,1,0,0,,30
E000268,P00146,I0104,Anti-infective,injection,2019-03-23,2019-05-13,51,1,0,1,495,30
E000269,P00147,I0268,CNS / analgesia,oral liquid,2015-03-08,2015-05-14,67,1,0,0,,30
E000270,P00147,I0268,CNS / analgesia,oral liquid,2015-09-28,2015-10-14,16,1,0,1,137,30
E000271,P00147,I0268,CNS / analgesia,oral liquid,2017-05-25,2017-07-04,40,1,0,2,589,30
E000272,P00148,I0209,Cardiovascular,oral solid,2017-10-06,2017-12-03,58,1,0,0,,30
E000273,P00148,I0209,Cardiovascular,oral solid,2018-03-02,2018-03-27,25,1,0,1,89,30
